,Conglomerado,Anio,Estado,Municipio,Causa,ImpactoVegetacion,ImpactoSuelo,ImpactoAgua,Observaciones
4428,68156,2012,Oaxaca,San Juan Bautista Tuxtepec,Uso del suelo diferente al forestal,Mediana,Mediana,Menor,Cultivar de maíz y caña
4429,68156,2012,Oaxaca,San Juan Bautista Tuxtepec,Incendios,Mediana,Menor,No perceptible,Zafra
4430,68156,2012,Oaxaca,San Juan Bautista Tuxtepec,Plagas y enfermedades,Menor,No perceptible,No perceptible,Cancro
4431,68166,2012,Veracruz de Ignacio de la Llave,Jose Azueta,Pastoreo,Mayor,Mediana,No perceptible,Ganado bovino
4432,68186,2012,Veracruz de Ignacio de la Llave,Soconusco,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Tocones y Ocoteo
4433,68186,2012,Veracruz de Ignacio de la Llave,Soconusco,Uso del suelo diferente al forestal,Mayor,Mayor,No perceptible,En el sitio 4 hay un banco de material de grava.
4434,68186,2012,Veracruz de Ignacio de la Llave,Soconusco,Incendios,Menor,No perceptible,No perceptible,Hay árboles dañados por incendio.
4435,68196,2012,Veracruz de Ignacio de la Llave,Ixhuatlan del Sureste,Aprovechamientos forestales,Mediana,Menor,No perceptible,Algunos tocones.
4436,68196,2012,Veracruz de Ignacio de la Llave,Ixhuatlan del Sureste,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Pastizal para ganadería extensiva.
4437,68196,2012,Veracruz de Ignacio de la Llave,Ixhuatlan del Sureste,Pastoreo,Menor,Menor,No perceptible,Ganado vacuno.
4438,68196,2012,Veracruz de Ignacio de la Llave,Ixhuatlan del Sureste,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador.
4439,68361,2012,Puebla,Xicotlan,Apertura de caminos,Menor,Menor,No perceptible,Veredas.
4440,68361,2012,Puebla,Xicotlan,Aprovechamientos forestales,No perceptible,No perceptible,No perceptible,Tocón sin marca.
4441,68361,2012,Puebla,Xicotlan,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con ganadería extensiva.
4442,68361,2012,Puebla,Xicotlan,Pastoreo,Menor,Menor,No perceptible,Ganado vacuno.
4443,68361,2012,Puebla,Xicotlan,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Cancro, defoliador."
4444,68436,2012,Veracruz de Ignacio de la Llave,Acayucan,Apertura de caminos,Mediana,Menor,No perceptible,Vereda.
4445,68436,2012,Veracruz de Ignacio de la Llave,Acayucan,Uso del suelo diferente al forestal,Mayor,Menor,No perceptible,Potrero.
4446,68436,2012,Veracruz de Ignacio de la Llave,Acayucan,Pastoreo,Mediana,Mayor,Menor,Ganado bovino.
4447,68436,2012,Veracruz de Ignacio de la Llave,Acayucan,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador y Plantas parásitas.
4448,68634,2012,Puebla,Caltepec,Apertura de caminos,Menor,Menor,No perceptible,Veredas
4449,68634,2012,Puebla,Caltepec,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Forestal con ganaderia Extensiva
4450,68634,2012,Puebla,Caltepec,Pastoreo,Mediana,Menor,No perceptible,Ganado vacuno y caprino
4451,68634,2012,Puebla,Caltepec,Plagas y enfermedades,Mediana,No perceptible,No perceptible,"Plantas parasitas, epifitas y cancro"
4452,68639,2012,Oaxaca,Tepelmeme Villa de Morelos,Plagas y enfermedades,Mediana,No perceptible,No perceptible,Insectos defoliadores y muérdago.
4453,68644,2012,Oaxaca,San Juan de los Cues,Apertura de caminos,Menor,Menor,No perceptible,Veredas.
4454,68644,2012,Oaxaca,San Juan de los Cues,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con Ganadería extensiva.
4455,68644,2012,Oaxaca,San Juan de los Cues,Pastoreo,Menor,Menor,No perceptible,Ganado bovino.
4456,68644,2012,Oaxaca,San Juan de los Cues,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador.
4457,68905,2012,Oaxaca,San Felipe Usila,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Extracción de leña.
4458,69111,2012,Puebla,Acatlan,Uso del suelo diferente al forestal,Mediana,Mediana,No perceptible,Forestal con ganadería extensiva
4459,69111,2012,Puebla,Acatlan,Pastoreo,Mediana,Mediana,No perceptible,Ganado equino
4460,69111,2012,Puebla,Acatlan,Plagas y enfermedades,Menor,No perceptible,No perceptible,Cancro
4461,69131,2012,Oaxaca,Tepelmeme Villa de Morelos,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Forestal con ganadería extensiva
4462,69131,2012,Oaxaca,Tepelmeme Villa de Morelos,Pastoreo,Mediana,Menor,No perceptible,Ganado caprino
4463,69141,2012,Oaxaca,Cuyamecalco Villa de Zaragoz,Apertura de caminos,No perceptible,No perceptible,No perceptible,Vereda
4464,69141,2012,Oaxaca,Cuyamecalco Villa de Zaragoz,Aprovechamientos forestales,No perceptible,No perceptible,No perceptible,Tocón sin marca
4465,69141,2012,Oaxaca,Cuyamecalco Villa de Zaragoz,Plagas y enfermedades,Menor,No perceptible,No perceptible,Insectos defoliadores
4466,69151,2012,Oaxaca,San Juan Bautista Valle Naci,Apertura de caminos,Menor,Menor,No perceptible,Veredas en el conglomerado
4467,69156,2012,Oaxaca,Santa Maria Jacatepec,Apertura de caminos,Mediana,No perceptible,No perceptible,Vereda
4468,69156,2012,Oaxaca,Santa Maria Jacatepec,Asentamientos humanos,Mediana,Menor,No perceptible,"Casa habitación, Rancho San Martín"
4469,69156,2012,Oaxaca,Santa Maria Jacatepec,Uso del suelo diferente al forestal,Mayor,Menor,No perceptible,Agricultura de temporal
4470,69156,2012,Oaxaca,Santa Maria Jacatepec,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador y cancros
4471,69171,2012,Veracruz de Ignacio de la Llave,Juan Rodriguez Clara,Uso del suelo diferente al forestal,Mediana,Mediana,No perceptible,De forestal a pastizal
4472,69171,2012,Veracruz de Ignacio de la Llave,Juan Rodriguez Clara,Pastoreo,Menor,Menor,No perceptible,Ganado bovino
4473,69191,2012,Veracruz de Ignacio de la Llave,Minatitlan,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Potrero
4474,69191,2012,Veracruz de Ignacio de la Llave,Minatitlan,Pastoreo,Menor,Mediana,No perceptible,Ganado de vacuno
4475,69191,2012,Veracruz de Ignacio de la Llave,Minatitlan,Plagas y enfermedades,Menor,No perceptible,No perceptible,Muérdago
4476,69201,2012,Veracruz de Ignacio de la Llave,Las Choapas,Apertura de caminos,Mediana,Menor,No perceptible,Veredas
4477,69201,2012,Veracruz de Ignacio de la Llave,Las Choapas,Uso del suelo diferente al forestal,Mayor,Mediana,No perceptible,Potrero
4478,69201,2012,Veracruz de Ignacio de la Llave,Las Choapas,Pastoreo,Mediana,Mayor,No perceptible,Ganado bovino
4479,69365,2012,Oaxaca,Santiago Ihuitlan Plumas,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con ganadería extensiva
4480,69365,2012,Oaxaca,Santiago Ihuitlan Plumas,Pastoreo,Menor,Menor,No perceptible,Ganado vacuno y caprino
4481,69365,2012,Oaxaca,Santiago Ihuitlan Plumas,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Muérdago, Tillandsia sp, Defoliador y cancro"
4482,69370,2012,Oaxaca,San Miguel Tequixtepec,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Forestal con ganadería extensiva.
4483,69370,2012,Oaxaca,San Miguel Tequixtepec,Pastoreo,Mediana,Menor,No perceptible,Ganado vacuno y equino.
4484,69370,2012,Oaxaca,San Miguel Tequixtepec,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador.
4485,69390,2012,Oaxaca,San Juan Bautista Valle Naci,Apertura de caminos,Menor,Menor,No perceptible,Veredas en el cgl.
4486,69405,2012,Veracruz de Ignacio de la Llave,Playa Vicente,Aprovechamientos forestales,Mediana,No perceptible,No perceptible,Tocones sin Marca
4487,69405,2012,Veracruz de Ignacio de la Llave,Playa Vicente,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Pastizal
4488,69405,2012,Veracruz de Ignacio de la Llave,Playa Vicente,Incendios,Mayor,Mediana,No perceptible,En años anteriores
4489,69405,2012,Veracruz de Ignacio de la Llave,Playa Vicente,Pastoreo,Mayor,Mediana,No perceptible,Ganado vacuno
4490,69435,2012,Veracruz de Ignacio de la Llave,Las Choapas,Apertura de caminos,Mediana,Menor,No perceptible,Vereda y Brecha
4491,69435,2012,Veracruz de Ignacio de la Llave,Las Choapas,Uso del suelo diferente al forestal,Menor,No perceptible,No perceptible,Tocón sin marca
4492,69585,2012,Oaxaca,Mariscala de Juarez,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador y Muérdago
4493,69590,2012,Oaxaca,Zapotitlan Palmas,Incendios,Mediana,No perceptible,No perceptible,Algunos árboles presentan el daño
4494,69590,2012,Oaxaca,Zapotitlan Palmas,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador
4495,69595,2012,Oaxaca,Santiago Huajolotitlan,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Forestal con ganadería extensiva.
4496,69595,2012,Oaxaca,Santiago Huajolotitlan,Pastoreo,Mediana,Menor,No perceptible,Ganado vacuno y caprino.
4497,69595,2012,Oaxaca,Santiago Huajolotitlan,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,"Muérdago, cancro y defoliador."
4498,69605,2012,Oaxaca,Santa Maria Ixcatlan,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Forestal con Ganadería Extensiva
4499,69605,2012,Oaxaca,Santa Maria Ixcatlan,Incendios,Menor,No perceptible,No perceptible,Incendio en años anteriores
4500,69605,2012,Oaxaca,Santa Maria Ixcatlan,Pastoreo,Mediana,Menor,No perceptible,Ganado Vacuno
4501,69605,2012,Oaxaca,Santa Maria Ixcatlan,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliadores
4502,69610,2012,Oaxaca,Concepcion Papalo,Apertura de caminos,Mediana,Menor,No perceptible,Carretera de dos carriles.
4503,69610,2012,Oaxaca,Concepcion Papalo,Aprovechamientos forestales,Mediana,No perceptible,No perceptible,Tocones sin marca
4504,69610,2012,Oaxaca,Concepcion Papalo,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Defoliador, Muérdago y Descortezador"
4505,69615,2012,Oaxaca,San Pedro Sochiapam,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Forestal con ganaderia extensiva.
4506,69615,2012,Oaxaca,San Pedro Sochiapam,Pastoreo,Mediana,Menor,No perceptible,Ganado vacuno.Ganado vacuno
4507,69620,2012,Oaxaca,San Juan Bautista Valle Naci,Uso del suelo diferente al forestal,Menor,No perceptible,No perceptible,Agricultura de temporal
4508,69620,2012,Oaxaca,San Juan Bautista Valle Naci,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador
4509,69625,2012,Oaxaca,Santa Maria Jacatepec,Aprovechamientos forestales,Mayor,Mediana,No perceptible,Tocones
4510,69625,2012,Oaxaca,Santa Maria Jacatepec,Uso del suelo diferente al forestal,Mayor,Menor,No perceptible,Agricultura y pastizal
4511,69625,2012,Oaxaca,Santa Maria Jacatepec,Incendios,Mayor,No perceptible,No perceptible,Quemas agropecuarias
4512,69625,2012,Oaxaca,Santa Maria Jacatepec,Pastoreo,Mayor,Mediana,No perceptible,Bovino
4513,69625,2012,Oaxaca,Santa Maria Jacatepec,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador
4514,69655,2012,Veracruz de Ignacio de la Llave,Texistepec,Uso del suelo diferente al forestal,Mayor,Mediana,No perceptible,Uso para Agriculltura de Riego (Sorgo).
4515,69841,2012,Oaxaca,Santa Maria Pápalo,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Agricultura de temporal con ganadería extensiva.
4516,69841,2012,Oaxaca,Santa Maria Pápalo,Pastoreo,Mediana,Menor,No perceptible,Ganado vacuno.
4517,69851,2012,Oaxaca,San Juan Bautista Valle Naci,Uso del suelo diferente al forestal,Mediana,Mediana,No perceptible,Cultivo semiperenne
4518,69851,2012,Oaxaca,San Juan Bautista Valle Naci,Plagas y enfermedades,Mediana,No perceptible,No perceptible,Defoliador
4519,69901,2012,Veracruz de Ignacio de la Llave,Las Choapas,Pastoreo,Menor,No perceptible,No perceptible,Insectos defoleadores
4520,70037,2012,Oaxaca,Zapotitlan Lagunas,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con ganadería extensiva.
4521,70037,2012,Oaxaca,Zapotitlan Lagunas,Incendios,Mediana,Menor,No perceptible,Superficial.
4522,70037,2012,Oaxaca,Zapotitlan Lagunas,Pastoreo,Menor,Menor,No perceptible,Ganado vacuno.
4523,70037,2012,Oaxaca,Zapotitlan Lagunas,Plagas y enfermedades,Mediana,No perceptible,No perceptible,"Defoliador, Royas y Cancros."
4524,70047,2012,Oaxaca,Heroica Ciudad de Huajuapan,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Forestal con Ganadería extensiva.
4525,70047,2012,Oaxaca,Heroica Ciudad de Huajuapan,Incendios,Menor,Menor,No perceptible,Algunos árboles presentan el daño
4526,70047,2012,Oaxaca,Heroica Ciudad de Huajuapan,Pastoreo,Mediana,Menor,No perceptible,Ganado vacuno
4527,70047,2012,Oaxaca,Heroica Ciudad de Huajuapan,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador
4528,70067,2012,Oaxaca,San Pedro Jaltepetongo,Apertura de caminos,Menor,Menor,No perceptible,Brecha
4529,70067,2012,Oaxaca,San Pedro Jaltepetongo,Asentamientos humanos,Mediana,Menor,No perceptible,Casa
4530,70067,2012,Oaxaca,San Pedro Jaltepetongo,Uso del suelo diferente al forestal,Mediana,Mediana,No perceptible,Forestal con ganderia extensiva
4531,70067,2012,Oaxaca,San Pedro Jaltepetongo,Lineas Electricas,Menor,No perceptible,No perceptible,Postes de luz
4532,70067,2012,Oaxaca,San Pedro Jaltepetongo,Pastoreo,Mediana,Mediana,No perceptible,Vacuno y Equino
4533,70072,2012,Oaxaca,San Juan Tepeuxila,Plagas y enfermedades,Menor,No perceptible,No perceptible,Insectos defoliadores.
4534,70082,2012,Oaxaca,San Juan Bautista Valle Naci,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Cultivo de café.
4535,70082,2012,Oaxaca,San Juan Bautista Valle Naci,Plagas y enfermedades,Mediana,No perceptible,No perceptible,Defoliador.
4536,70087,2012,Oaxaca,Santiago Jocotepec,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Arbolado con daño en follaje, principalmente cicadas"
4537,70097,2012,Veracruz de Ignacio de la Llave,Playa Vicente,Incendios,Menor,No perceptible,No perceptible,Superficial.
4538,70107,2012,Veracruz de Ignacio de la Llave,San Juan Evangelista,Uso del suelo diferente al forestal,Mayor,Menor,No perceptible,En conglomerado está dentro de un potrero
4539,70107,2012,Veracruz de Ignacio de la Llave,San Juan Evangelista,Pastoreo,Mediana,Menor,No perceptible,Hay presencia de ganado bovino
4540,70117,2012,Veracruz de Ignacio de la Llave,Hidalgotitlan,Aprovechamientos forestales,Mayor,Menor,No perceptible,Tocones sin marca
4541,70117,2012,Veracruz de Ignacio de la Llave,Hidalgotitlan,Uso del suelo diferente al forestal,Mediana,Mediana,No perceptible,Potrero
4542,70117,2012,Veracruz de Ignacio de la Llave,Hidalgotitlan,Incendios,Mediana,Menor,No perceptible,Para Inducir el pasto
4543,70117,2012,Veracruz de Ignacio de la Llave,Hidalgotitlan,Pastoreo,Mediana,Menor,No perceptible,Gnado Bovino
4544,70117,2012,Veracruz de Ignacio de la Llave,Hidalgotitlan,Plagas y enfermedades,Menor,No perceptible,No perceptible,Árboles con follaje dañado
4545,70127,2012,Veracruz de Ignacio de la Llave,Las Choapas,Apertura de caminos,Mediana,Menor,No perceptible,Vereda
4546,70127,2012,Veracruz de Ignacio de la Llave,Las Choapas,Aprovechamientos forestales,Mediana,Menor,No perceptible,Tocones
4547,70127,2012,Veracruz de Ignacio de la Llave,Las Choapas,Uso del suelo diferente al forestal,Mayor,Menor,No perceptible,Potrero
4548,70127,2012,Veracruz de Ignacio de la Llave,Las Choapas,Pastoreo,Mediana,Mayor,Menor,Ganado bovino
4549,70127,2012,Veracruz de Ignacio de la Llave,Las Choapas,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador
4550,70267,2012,Oaxaca,San Juan Ihualtepec,Uso del suelo diferente al forestal,Mediana,Mediana,No perceptible,Forestal con Ganadería extensiva
4551,70267,2012,Oaxaca,San Juan Ihualtepec,Pastoreo,Mediana,Mediana,No perceptible,Ganado vacuno
4552,70267,2012,Oaxaca,San Juan Ihualtepec,Plagas y enfermedades,Mediana,No perceptible,No perceptible,"Cancro, defoliador y muérdago"
4553,70272,2012,Oaxaca,San Marcos Arteaga,Aprovechamientos forestales,No perceptible,No perceptible,No perceptible,Se encontrarón tocones sin marca.
4554,70272,2012,Oaxaca,San Marcos Arteaga,Uso del suelo diferente al forestal,Mediana,No perceptible,No perceptible,Forestal con Ganadería extensiva.
4555,70272,2012,Oaxaca,San Marcos Arteaga,Pastoreo,Mediana,Menor,No perceptible,Ganado Vacuno
4556,70272,2012,Oaxaca,San Marcos Arteaga,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Defoliador, Cancro, Muerdago."
4557,70282,2012,Oaxaca,Villa de Tamazulápam del Pro,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con ganadería extensiva.
4558,70282,2012,Oaxaca,Villa de Tamazulápam del Pro,Pastoreo,Menor,Menor,No perceptible,Ganado vacuno.
4559,70282,2012,Oaxaca,Villa de Tamazulápam del Pro,Plagas y enfermedades,Menor,No perceptible,No perceptible,Muérdago.
4560,70292,2012,Oaxaca,San Pedro Jocotipac,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Tocones sin marca.
4561,70292,2012,Oaxaca,San Pedro Jocotipac,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con Ganadería extensiva.
4562,70292,2012,Oaxaca,San Pedro Jocotipac,Pastoreo,Menor,Menor,No perceptible,Ganado Bovino.
4563,70292,2012,Oaxaca,San Pedro Jocotipac,Plagas y enfermedades,Mediana,No perceptible,No perceptible,Defoliador y Muérdago.
4564,70302,2012,Oaxaca,San Juan Quiotepec,Plagas y enfermedades,Mediana,No perceptible,No perceptible,Insectos defoliadores.
4565,70312,2012,Oaxaca,Ayotzintepec,Uso del suelo diferente al forestal,Mayor,Mediana,No perceptible,Cultivo de maíz en años anteriores.
4566,70516,2012,Oaxaca,San Juan Bautista Coixtlahua,Apertura de caminos,Mediana,Mediana,No perceptible,Una vereda que atraviesa por el sitio 4.
4567,70516,2012,Oaxaca,San Juan Bautista Coixtlahua,Plagas y enfermedades,Mediana,No perceptible,No perceptible,Defoliador y muérdago.
4568,70531,2012,Oaxaca,San Felipe Usila,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliadores.
4569,70541,2012,Oaxaca,Santiago Jocotepec,Plagas y enfermedades,Mediana,No perceptible,No perceptible,Insecto defoliador
4570,70546,2012,Oaxaca,San Juan Lalana,Uso del suelo diferente al forestal,Mayor,Mediana,No perceptible,Cultivo de maíz
4571,70546,2012,Oaxaca,San Juan Lalana,Pastoreo,Menor,No perceptible,No perceptible,Ganado bovino
4572,70556,2012,Oaxaca,Santiago Yaveo,Apertura de caminos,Mediana,Menor,No perceptible,Vereda
4573,70556,2012,Oaxaca,Santiago Yaveo,Pastoreo,Mediana,Mediana,No perceptible,Ganado Bovino
4574,70556,2012,Oaxaca,Santiago Yaveo,Plagas y enfermedades,Mediana,Menor,No perceptible,Defoliador
4575,70745,2012,Oaxaca,Santiago Apoala,Apertura de caminos,No perceptible,No perceptible,No perceptible,Vereda.
4576,70745,2012,Oaxaca,Santiago Apoala,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,Defoliador.
4577,70765,2012,Oaxaca,Ixtlan de Juarez,Pastoreo,Menor,Mediana,No perceptible,Ganado vacuno
4578,70800,2012,Veracruz de Ignacio de la Llave,Hidalgotitlan,Uso del suelo diferente al forestal,Mayor,Mayor,No perceptible,Potrero
4579,70800,2012,Veracruz de Ignacio de la Llave,Hidalgotitlan,Pastoreo,Mayor,Mediana,No perceptible,Ganado vacuno
4580,70800,2012,Veracruz de Ignacio de la Llave,Hidalgotitlan,Plagas y enfermedades,Menor,No perceptible,No perceptible,Insectos
4581,70958,2012,Oaxaca,Tezoatlan de Segura y Luna,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con Ganadería extensiva
4582,70958,2012,Oaxaca,Tezoatlan de Segura y Luna,Pastoreo,Menor,Menor,No perceptible,Ganado Bovino
4583,70958,2012,Oaxaca,Tezoatlan de Segura y Luna,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Tillandsia, Defoliador y Muerdago"
4584,70963,2012,Oaxaca,San Andres Lagunas,Apertura de caminos,Menor,Menor,No perceptible,Veredas.
4585,70963,2012,Oaxaca,San Andres Lagunas,Uso del suelo diferente al forestal,Mayor,Mediana,No perceptible,Forestal con agricultura de temporal y ganadería extensiva.
4586,70963,2012,Oaxaca,San Andres Lagunas,Pastoreo,Mediana,Mediana,No perceptible,Ganado Vacuno.
4587,70973,2012,Oaxaca,San Pedro Coxcaltepec Cantar,Apertura de caminos,Mediana,Mediana,No perceptible,Brechas
4588,70973,2012,Oaxaca,San Pedro Coxcaltepec Cantar,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Tocón sin marca
4589,70973,2012,Oaxaca,San Pedro Coxcaltepec Cantar,Uso del suelo diferente al forestal,Menor,Mediana,No perceptible,Forestal con Agricultura de Temporal y Ganaderia Extensiva
4590,70973,2012,Oaxaca,San Pedro Coxcaltepec Cantar,Pastoreo,Mediana,Menor,No perceptible,Ganado bobino
4591,70973,2012,Oaxaca,San Pedro Coxcaltepec Cantar,Plagas y enfermedades,Mediana,No perceptible,No perceptible,"Barrenador, Muerdago, Defoliador, Cancro y Royas"
4592,71003,2012,Oaxaca,San Juan Lalana,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Leña.
4593,71003,2012,Oaxaca,San Juan Lalana,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con Ganadería extensiva.
4594,71003,2012,Oaxaca,San Juan Lalana,Incendios,Menor,No perceptible,No perceptible,Se observan evidencias de incendio en algunos troncos de árboles.
4595,71003,2012,Oaxaca,San Juan Lalana,Pastoreo,Menor,Menor,No perceptible,Ganado Bovino.
4596,71003,2012,Oaxaca,San Juan Lalana,Plagas y enfermedades,Menor,No perceptible,No perceptible,Barrenador e Insectos.
4597,71023,2012,Veracruz de Ignacio de la Llave,Hidalgotitlan,Uso del suelo diferente al forestal,Mayor,Mediana,No perceptible,Ganadería extensiva
4598,71023,2012,Veracruz de Ignacio de la Llave,Hidalgotitlan,Pastoreo,Mayor,Mediana,No perceptible,Ganado vacuno
4599,71023,2012,Veracruz de Ignacio de la Llave,Hidalgotitlan,Plagas y enfermedades,Menor,No perceptible,No perceptible,Insectos y plantas parásitas
4600,71028,2012,Veracruz de Ignacio de la Llave,Hidalgotitlan,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador.
4601,71033,2012,Veracruz de Ignacio de la Llave,Minatitlan,Plagas y enfermedades,Mediana,Menor,No perceptible,Defoliador.
4602,71184,2012,Oaxaca,San Sebastian Nicananduta,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Forestal con Ganaderia extensiva
4603,71184,2012,Oaxaca,San Sebastian Nicananduta,Pastoreo,Menor,Menor,No perceptible,Ganado Bovino
4604,71184,2012,Oaxaca,San Sebastian Nicananduta,Plagas y enfermedades,Menor,No perceptible,No perceptible,"Defoliador, Muerdago."
4605,71199,2012,Oaxaca,Santiago Huauclilla,Plagas y enfermedades,Menor,No perceptible,No perceptible,Muérdago y Defoliador.
4606,71204,2012,Oaxaca,San Juan Bautista Atatlahuca,Apertura de caminos,Menor,Mediana,No perceptible,Entre el sitio 1 y el 3 atraviesa una brecha.
4607,71204,2012,Oaxaca,San Juan Bautista Atatlahuca,Aprovechamientos forestales,Menor,Menor,No perceptible,Exatración de madera.
4608,71209,2012,Oaxaca,San Pablo Macuiltianguis,Plagas y enfermedades,Mediana,No perceptible,No perceptible,"Defoliadores, royas"
4609,71229,2012,Oaxaca,Santiago Yaveo,Apertura de caminos,Menor,Mediana,No perceptible,Brechas y veredas.
4610,71229,2012,Oaxaca,Santiago Yaveo,Aprovechamientos forestales,Mayor,No perceptible,No perceptible,Leña y postes.
4611,71229,2012,Oaxaca,Santiago Yaveo,Uso del suelo diferente al forestal,Mayor,Mediana,No perceptible,Potrero.
4612,71229,2012,Oaxaca,Santiago Yaveo,Incendios,Mayor,No perceptible,No perceptible,Los troncos de árboles y tocones están quemados.
4613,71229,2012,Oaxaca,Santiago Yaveo,Pastoreo,Mayor,Menor,No perceptible,Ganado bovino y equino.
4614,71249,2012,Veracruz de Ignacio de la Llave,Hidalgotitlan,Uso del suelo diferente al forestal,Menor,Menor,No perceptible,Parte del sitio 1 y 4 tienen pastizal inducido.
4615,71249,2012,Veracruz de Ignacio de la Llave,Hidalgotitlan,Pastoreo,Menor,Menor,No perceptible,Hay ganado vacuno
4616,71249,2012,Veracruz de Ignacio de la Llave,Hidalgotitlan,Plagas y enfermedades,Mediana,No perceptible,No perceptible,Insectos
4617,71254,2012,Veracruz de Ignacio de la Llave,Uxpanapa,Uso del suelo diferente al forestal,Mayor,Mediana,No perceptible,Potrero
4618,71254,2012,Veracruz de Ignacio de la Llave,Uxpanapa,Pastoreo,Mayor,Mediana,No perceptible,Ganado vacuno
4619,71254,2012,Veracruz de Ignacio de la Llave,Uxpanapa,Plagas y enfermedades,Menor,No perceptible,No perceptible,Insectos
4620,71394,2012,Oaxaca,San Juan Ðumi,Aprovechamientos forestales,No perceptible,No perceptible,No perceptible,Tocones sin marca.
4621,71394,2012,Oaxaca,San Juan Ðumi,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,"Forestal, con agricultura de temporal y ganadería extensiva."
4622,71394,2012,Oaxaca,San Juan Ðumi,Incendios,Menor,Menor,No perceptible,Quema agropecuaria.
4623,71394,2012,Oaxaca,San Juan Ðumi,Pastoreo,Mediana,Menor,No perceptible,Ganado Bovino.
4624,71394,2012,Oaxaca,San Juan Ðumi,Plagas y enfermedades,No perceptible,No perceptible,No perceptible,Muérdago.
4625,71399,2012,Oaxaca,Santiago Yolomecatl,Aprovechamientos forestales,No perceptible,No perceptible,No perceptible,Tocónes sin marca
4626,71399,2012,Oaxaca,Santiago Yolomecatl,Incendios,Menor,No perceptible,No perceptible,Incendio superficial
4627,71409,2012,Oaxaca,San Pedro Coxcaltepec Cantar,Apertura de caminos,Mediana,Menor,No perceptible,Veredas.
4628,71409,2012,Oaxaca,San Pedro Coxcaltepec Cantar,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Tocón sin marca.
4629,71409,2012,Oaxaca,San Pedro Coxcaltepec Cantar,Uso del suelo diferente al forestal,Mediana,Menor,No perceptible,Forestal con Ganadería extensiva.
4630,71409,2012,Oaxaca,San Pedro Coxcaltepec Cantar,Pastoreo,Mediana,Menor,No perceptible,Ganado Bovino.
4631,71409,2012,Oaxaca,San Pedro Coxcaltepec Cantar,Plagas y enfermedades,Mediana,No perceptible,No perceptible,"Defoliador, Muérdago."
4632,71414,2012,Oaxaca,Santiago Nacaltepec,Plagas y enfermedades,Menor,No perceptible,No perceptible,Defoliador.
4633,71419,2012,Oaxaca,Abejones,Aprovechamientos forestales,Menor,No perceptible,No perceptible,Tocones
4634,71419,2012,Oaxaca,Abejones,Plagas y enfermedades,Mayor,No perceptible,No perceptible,Insectos defoliadores
